pickup,destination,distance,time,passengers,payment_type,temperature,weather_condition,traffic_condition,fare_amount
Bhaktapur,Chitwan,2.8,33,1,credit card,24,clear,heavy,1172
Pokhara,Birgunj,3.5,48,2,cash,22,rainy,light,1027
Patan,Pokhara,6.6,39,4,cash,26,clear,heavy,1851
Patan,Dharan,5.7,5,3,credit card,29,rainy,light,1015
Pokhara,Patan,1.4,35,4,credit card,23,clear,moderate,868
Kathmandu,Lalitpur,8.6,53,3,cash,28,rainy,light,1700
Chitwan,Patan,5.5,8,4,credit card,16,clear,light,1028
Bhaktapur,Pokhara,9.7,54,4,cash,20,rainy,light,1918
Kathmandu,Butwal,9.5,55,1,cash,26,rainy,heavy,2517
Lalitpur,Dharan,9.8,52,2,cash,23,clear,light,1623
Patan,Pokhara,7.2,52,1,credit card,27,cloudy,light,1596
Lalitpur,Butwal,5.9,36,2,cash,19,rainy,light,1119
Biratnagar,Kathmandu,4.0,49,2,credit card,24,clear,light,1200
Lalitpur,Biratnagar,5.3,50,2,credit card,25,cloudy,moderate,1389
Chitwan,Pokhara,7.8,12,1,credit card,24,cloudy,moderate,1126
Bhaktapur,Chitwan,1.4,25,3,credit card,27,clear,heavy,922
Bhaktapur,Patan,3.2,49,2,credit card,26,rainy,heavy,1836
Birgunj,Butwal,7.3,47,1,credit card,28,rainy,light,1652
Bhaktapur,Butwal,9.8,34,3,cash,15,rainy,heavy,2432
Biratnagar,Kathmandu,0.6,13,4,credit card,25,rainy,light,518
Bhaktapur,Biratnagar,8.2,41,4,credit card,29,clear,light,1715
Kathmandu,Butwal,2.1,54,3,credit card,21,clear,moderate,1103
Biratnagar,Kathmandu,7.9,32,4,credit card,16,rainy,heavy,2598
Kathmandu,Bhaktapur,0.9,16,1,credit card,29,clear,heavy,490
Butwal,Birgunj,4.1,32,3,credit card,26,cloudy,light,1092
Birgunj,Chitwan,4.9,40,1,cash,24,rainy,light,1081
Birgunj,Lalitpur,6.8,15,1,credit card,25,cloudy,moderate,1098
Bhaktapur,Lalitpur,1.7,57,3,cash,26,clear,light,876
Dharan,Chitwan,6.6,46,1,credit card,24,clear,heavy,2090
Birgunj,Dharan,8.3,12,4,credit card,22,cloudy,light,1424
Chitwan,Kathmandu,2.9,42,2,credit card,23,rainy,heavy,1580
Birgunj,Patan,9.8,44,2,cash,23,clear,light,1508
Pokhara,Lalitpur,3.0,25,4,cash,28,cloudy,moderate,701
Lalitpur,Bhaktapur,3.6,45,2,cash,30,clear,heavy,1349
Biratnagar,Butwal,1.9,51,2,credit card,24,clear,moderate,929
Bhaktapur,Pokhara,6.0,43,3,credit card,28,clear,moderate,1383
Chitwan,Pokhara,5.1,53,3,credit card,22,clear,light,1464
Pokhara,Biratnagar,9.1,16,2,cash,15,clear,moderate,1131
Chitwan,Pokhara,9.2,60,1,credit card,19,clear,heavy,2824
Bhaktapur,Chitwan,5.5,19,3,credit card,16,cloudy,heavy,1626
Chitwan,Lalitpur,2.0,26,1,credit card,19,clear,moderate,635
Kathmandu,Biratnagar,4.0,32,2,credit card,16,rainy,light,1110
Chitwan,Lalitpur,7.8,33,3,cash,27,cloudy,heavy,1840
Butwal,Biratnagar,9.5,35,2,credit card,24,cloudy,heavy,2568
Patan,Biratnagar,2.3,8,2,cash,18,rainy,light,413
Butwal,Pokhara,1.0,43,4,credit card,23,cloudy,heavy,1298
Birgunj,Dharan,5.3,38,3,cash,27,rainy,light,1201
Bhaktapur,Biratnagar,7.6,23,3,credit card,21,rainy,moderate,1510
Dharan,Butwal,6.7,48,3,cash,25,clear,moderate,1260
Birgunj,Patan,1.6,34,3,cash,16,rainy,heavy,1109
Patan,Bhaktapur,1.9,41,2,credit card,28,clear,light,827
Kathmandu,Lalitpur,3.7,22,4,cash,23,cloudy,moderate,774
Kathmandu,Lalitpur,2.4,38,3,cash,27,cloudy,heavy,1140
Pokhara,Bhaktapur,2.3,30,1,credit card,16,rainy,heavy,1153
Chitwan,Birgunj,5.5,21,4,cash,27,clear,light,969
Biratnagar,Kathmandu,0.7,43,2,credit card,22,clear,heavy,1107
Birgunj,Kathmandu,3.5,31,4,cash,15,clear,moderate,858
Patan,Pokhara,5.1,12,3,credit card,29,rainy,light,1009
Butwal,Bhaktapur,4.4,40,4,cash,27,clear,moderate,992
Patan,Birgunj,2.9,11,4,credit card,22,cloudy,heavy,1043
Pokhara,Dharan,3.9,29,3,cash,23,rainy,light,931
Kathmandu,Lalitpur,4.8,14,2,credit card,20,rainy,moderate,920
Kathmandu,Birgunj,9.3,40,3,cash,17,cloudy,heavy,2232
Lalitpur,Pokhara,5.8,42,1,cash,17,clear,moderate,1068
Biratnagar,Pokhara,6.4,35,3,credit card,15,cloudy,light,1333
Biratnagar,Butwal,4.1,5,1,credit card,17,rainy,heavy,975
Bhaktapur,Butwal,0.9,19,2,credit card,17,cloudy,heavy,643
Kathmandu,Dharan,7.0,56,2,credit card,17,rainy,moderate,1809
Patan,Butwal,0.9,35,3,credit card,25,rainy,moderate,810
Pokhara,Birgunj,7.2,57,2,credit card,22,rainy,moderate,1795
Pokhara,Lalitpur,9.8,42,3,cash,28,clear,moderate,1538
Pokhara,Birgunj,3.0,44,3,cash,27,clear,heavy,1296
Butwal,Dharan,5.3,41,1,cash,18,cloudy,moderate,1001
Kathmandu,Pokhara,7.6,51,2,credit card,24,clear,moderate,1612
Pokhara,Bhaktapur,2.3,18,1,credit card,24,cloudy,heavy,867
Chitwan,Birgunj,3.4,6,1,cash,18,cloudy,heavy,664
Butwal,Lalitpur,7.6,13,3,cash,27,cloudy,light,1066
Biratnagar,Chitwan,9.5,22,1,credit card,18,rainy,light,1613
Biratnagar,Birgunj,2.6,20,4,cash,20,cloudy,light,613
Birgunj,Pokhara,1.6,44,2,credit card,25,cloudy,light,850
Pokhara,Chitwan,0.5,46,4,cash,26,clear,heavy,1038
Kathmandu,Patan,4.5,42,4,cash,25,clear,moderate,1047
Pokhara,Butwal,3.2,52,1,credit card,15,rainy,moderate,1136
Kathmandu,Bhaktapur,9.4,19,1,credit card,21,rainy,heavy,2290
Butwal,Biratnagar,1.5,54,1,credit card,15,rainy,heavy,1497
Birgunj,Bhaktapur,2.8,52,4,cash,26,clear,heavy,1528
Pokhara,Lalitpur,3.4,38,3,credit card,25,cloudy,light,1085
Chitwan,Bhaktapur,5.7,27,2,credit card,19,rainy,light,1193
Pokhara,Chitwan,0.6,26,3,credit card,25,clear,moderate,547
Biratnagar,Patan,8.5,34,4,cash,28,rainy,light,1543
Bhaktapur,Pokhara,7.9,30,4,credit card,23,clear,light,1575
Biratnagar,Birgunj,8.3,31,2,cash,25,rainy,moderate,1351
Kathmandu,Lalitpur,7.2,23,3,cash,28,cloudy,moderate,1060
Lalitpur,Bhaktapur,1.9,16,1,cash,21,rainy,heavy,688
Biratnagar,Lalitpur,4.3,47,4,credit card,15,clear,heavy,1970
Chitwan,Pokhara,7.3,6,1,credit card,16,clear,heavy,1504
Lalitpur,Pokhara,9.6,24,3,credit card,22,rainy,light,1825
Patan,Birgunj,1.5,48,3,credit card,25,clear,heavy,1360
Lalitpur,Bhaktapur,8.6,49,1,cash,30,cloudy,light,1352
Lalitpur,Birgunj,5.4,34,3,cash,29,rainy,light,1176
Kathmandu,Butwal,2.8,10,4,credit card,16,clear,light,693
Butwal,Kathmandu,9.7,53,2,cash,20,rainy,heavy,2670
Bhaktapur,Patan,6.8,39,1,credit card,15,clear,moderate,1339
Biratnagar,Lalitpur,8.0,30,4,cash,18,clear,heavy,1951
Butwal,Chitwan,7.6,12,3,cash,22,cloudy,moderate,1032
Kathmandu,Pokhara,4.3,44,1,cash,25,clear,heavy,1378
Dharan,Bhaktapur,9.8,40,1,cash,29,clear,heavy,2095
Kathmandu,Pokhara,8.1,21,3,cash,20,rainy,heavy,1945
Lalitpur,Biratnagar,4.1,15,4,cash,22,clear,heavy,1190
Chitwan,Lalitpur,7.1,36,4,credit card,23,rainy,heavy,2553
Chitwan,Biratnagar,4.5,43,4,credit card,23,cloudy,moderate,1296
Chitwan,Biratnagar,6.6,26,1,credit card,30,cloudy,moderate,1179
Lalitpur,Patan,3.3,58,4,credit card,26,rainy,moderate,1487
Bhaktapur,Dharan,5.8,48,3,cash,27,clear,light,1235
Birgunj,Patan,8.1,34,3,credit card,19,cloudy,light,1540
Lalitpur,Dharan,9.7,55,1,credit card,21,rainy,moderate,2109
Dharan,Chitwan,4.3,18,2,cash,21,rainy,light,780
Butwal,Kathmandu,8.9,22,3,credit card,27,clear,light,1554
Lalitpur,Kathmandu,3.7,5,4,cash,25,cloudy,moderate,583
Birgunj,Lalitpur,5.5,39,2,credit card,23,clear,light,1240
Chitwan,Birgunj,9.2,22,2,cash,16,clear,heavy,1877
Dharan,Kathmandu,6.2,57,4,cash,30,rainy,heavy,2264
Kathmandu,Dharan,2.6,29,2,cash,22,clear,moderate,601
Kathmandu,Butwal,3.3,22,3,credit card,27,rainy,light,928
Bhaktapur,Pokhara,2.0,23,3,cash,18,clear,heavy,864
Pokhara,Chitwan,9.6,44,4,credit card,28,cloudy,light,1964
Bhaktapur,Chitwan,5.3,43,2,cash,15,clear,light,1087
Birgunj,Biratnagar,3.9,58,1,cash,29,rainy,moderate,1148
Pokhara,Bhaktapur,8.2,23,2,credit card,21,rainy,light,1558
Bhaktapur,Pokhara,4.4,29,3,credit card,23,cloudy,heavy,1588
Birgunj,Patan,4.6,10,4,credit card,24,rainy,moderate,955
Biratnagar,Kathmandu,8.5,44,2,credit card,28,clear,heavy,2540
Pokhara,Bhaktapur,3.2,47,1,credit card,18,cloudy,heavy,1510
Lalitpur,Patan,1.4,39,4,cash,15,cloudy,heavy,1126
Bhaktapur,Dharan,1.2,33,3,cash,25,clear,heavy,944
Kathmandu,Lalitpur,9.4,41,2,credit card,21,clear,heavy,2578
Butwal,Biratnagar,9.5,48,1,cash,29,clear,heavy,2231
Lalitpur,Bhaktapur,4.3,13,2,cash,22,cloudy,heavy,964
Kathmandu,Chitwan,2.0,18,3,credit card,28,rainy,heavy,1052
Kathmandu,Birgunj,9.7,8,1,credit card,23,rainy,light,1440
Kathmandu,Patan,5.2,51,1,credit card,15,cloudy,moderate,1298
Patan,Kathmandu,4.3,44,2,cash,15,cloudy,heavy,1447
Biratnagar,Birgunj,4.0,40,2,credit card,25,cloudy,moderate,1035
Kathmandu,Patan,3.5,55,4,credit card,26,clear,heavy,1938
Patan,Birgunj,6.9,38,2,cash,21,clear,heavy,1715
Birgunj,Lalitpur,4.7,41,4,credit card,29,cloudy,moderate,1340
Kathmandu,Pokhara,9.7,39,3,credit card,27,rainy,light,1987
Dharan,Patan,6.3,21,4,credit card,30,clear,heavy,1906
Pokhara,Kathmandu,1.9,20,3,cash,20,rainy,light,585
Bhaktapur,Patan,4.4,49,4,cash,18,clear,moderate,1108
Chitwan,Biratnagar,8.1,36,1,cash,16,rainy,moderate,1358
Butwal,Dharan,7.9,59,2,cash,24,rainy,light,1661
Kathmandu,Chitwan,1.5,47,4,credit card,18,cloudy,heavy,1482
Birgunj,Lalitpur,8.4,9,3,credit card,15,rainy,light,1473
Biratnagar,Lalitpur,3.6,16,4,credit card,21,rainy,moderate,921
Biratnagar,Birgunj,4.5,18,1,cash,23,clear,heavy,1017
Chitwan,Pokhara,2.7,14,2,cash,16,clear,moderate,495
Birgunj,Pokhara,5.6,12,1,credit card,22,rainy,moderate,985
Butwal,Patan,5.9,19,3,cash,16,cloudy,moderate,929
Birgunj,Dharan,2.0,15,3,cash,19,clear,moderate,535
Kathmandu,Patan,1.6,32,2,credit card,17,rainy,light,739
Patan,Lalitpur,8.5,32,3,credit card,16,rainy,heavy,2656
Pokhara,Lalitpur,8.3,53,1,cash,16,cloudy,light,1437
Pokhara,Biratnagar,3.1,8,1,credit card,22,cloudy,light,538
Lalitpur,Butwal,7.9,45,1,credit card,22,rainy,heavy,2602
Chitwan,Butwal,2.7,35,3,credit card,21,cloudy,moderate,887
Chitwan,Patan,3.9,32,3,credit card,22,clear,moderate,996
Birgunj,Kathmandu,6.3,45,2,credit card,25,cloudy,moderate,1373
Patan,Pokhara,8.1,14,4,cash,27,cloudy,light,1172
Biratnagar,Dharan,2.7,47,1,credit card,23,clear,heavy,1422
Kathmandu,Bhaktapur,6.7,10,3,cash,30,rainy,moderate,1054
Patan,Dharan,1.8,44,4,credit card,17,clear,moderate,1018
Butwal,Bhaktapur,6.4,20,1,cash,26,clear,heavy,1301
Bhaktapur,Kathmandu,6.5,14,4,credit card,21,cloudy,light,1154
Biratnagar,Dharan,6.0,60,3,credit card,22,cloudy,light,1594
Biratnagar,Chitwan,5.9,9,4,credit card,20,rainy,light,1183
Lalitpur,Butwal,7.3,50,1,credit card,20,cloudy,heavy,2268
Bhaktapur,Lalitpur,2.1,52,3,cash,27,rainy,heavy,1416
Butwal,Bhaktapur,2.0,45,4,credit card,16,clear,moderate,980
Pokhara,Lalitpur,1.3,47,4,cash,29,rainy,heavy,1293
Lalitpur,Patan,1.4,42,3,cash,30,cloudy,moderate,676
Kathmandu,Patan,8.2,13,2,credit card,18,clear,light,1217
Biratnagar,Patan,0.9,60,2,cash,23,clear,moderate,782
Chitwan,Birgunj,8.9,24,1,credit card,16,rainy,heavy,2299
Bhaktapur,Chitwan,6.1,31,1,credit card,23,rainy,heavy,1932
Kathmandu,Lalitpur,3.3,22,1,credit card,15,clear,heavy,1100
Kathmandu,Biratnagar,9.5,40,2,cash,27,rainy,heavy,2433
Bhaktapur,Birgunj,9.8,8,3,credit card,21,rainy,heavy,2398
Chitwan,Pokhara,1.3,5,3,credit card,21,clear,light,346
Butwal,Dharan,8.4,11,1,credit card,27,rainy,heavy,2001
Lalitpur,Bhaktapur,5.0,57,1,credit card,27,clear,light,1378
Birgunj,Patan,4.7,44,1,credit card,19,cloudy,heavy,1740
Birgunj,Dharan,2.1,33,4,cash,17,cloudy,heavy,1096
Chitwan,Bhaktapur,6.9,16,4,credit card,29,cloudy,light,1281
Patan,Pokhara,8.4,20,4,cash,29,cloudy,heavy,1828
Lalitpur,Dharan,0.7,25,2,cash,18,rainy,moderate,490
Bhaktapur,Lalitpur,9.2,7,1,cash,22,rainy,heavy,1699
Butwal,Chitwan,5.6,35,2,cash,18,clear,moderate,1020
Butwal,Dharan,5.0,16,1,cash,19,rainy,moderate,750
Kathmandu,Bhaktapur,4.7,44,1,cash,21,clear,light,985
Kathmandu,Lalitpur,1.0,23,2,credit card,26,cloudy,heavy,737
Chitwan,Birgunj,2.2,54,2,credit card,26,rainy,heavy,1708
Lalitpur,Birgunj,4.0,17,3,cash,27,cloudy,moderate,701
Patan,Lalitpur,3.5,25,2,cash,17,cloudy,light,727
Biratnagar,Bhaktapur,7.0,53,2,cash,20,clear,moderate,1329
Butwal,Biratnagar,0.6,59,2,credit card,22,rainy,heavy,1467
Kathmandu,Dharan,0.9,41,3,credit card,20,rainy,heavy,1303
Bhaktapur,Pokhara,3.1,54,3,credit card,20,cloudy,heavy,1826
Kathmandu,Bhaktapur,1.2,52,2,cash,17,cloudy,heavy,1138
Pokhara,Kathmandu,9.2,16,1,credit card,15,cloudy,moderate,1388
Pokhara,Patan,8.0,14,3,cash,20,cloudy,heavy,1639
Biratnagar,Patan,8.2,26,1,cash,16,clear,light,1088
Patan,Lalitpur,5.7,25,1,cash,26,cloudy,heavy,1325
Chitwan,Pokhara,7.2,14,3,credit card,26,rainy,light,1328
Patan,Pokhara,7.6,48,1,credit card,25,cloudy,light,1565
Patan,Bhaktapur,4.5,42,4,cash,26,clear,moderate,1090
Bhaktapur,Chitwan,4.5,49,1,cash,15,rainy,moderate,1087
Biratnagar,Chitwan,5.5,50,4,cash,21,clear,light,1201
Bhaktapur,Pokhara,7.7,28,4,cash,27,cloudy,heavy,1912
Dharan,Bhaktapur,9.0,54,4,cash,30,clear,light,1603
Bhaktapur,Pokhara,5.6,22,1,credit card,30,clear,light,998
Kathmandu,Lalitpur,5.2,60,1,credit card,25,clear,light,1415
Butwal,Birgunj,4.1,30,1,credit card,17,clear,light,911
Bhaktapur,Kathmandu,6.2,58,3,cash,19,clear,light,1385
Birgunj,Butwal,0.7,34,2,credit card,19,rainy,heavy,1057
Kathmandu,Bhaktapur,1.3,42,4,credit card,26,cloudy,heavy,1342
Bhaktapur,Dharan,5.8,53,3,cash,30,cloudy,moderate,1225
Butwal,Bhaktapur,9.3,57,2,cash,25,rainy,moderate,1725
Bhaktapur,Lalitpur,8.8,37,3,credit card,26,cloudy,moderate,1688
Bhaktapur,Patan,3.0,21,3,cash,27,rainy,light,681
Bhaktapur,Dharan,7.1,26,3,cash,16,clear,moderate,1105
Butwal,Patan,2.3,39,4,credit card,17,clear,heavy,1491
Lalitpur,Patan,1.3,41,2,cash,20,clear,heavy,923
Biratnagar,Birgunj,4.6,54,3,credit card,20,rainy,heavy,2301
Biratnagar,Butwal,2.1,34,1,credit card,27,rainy,moderate,797
Pokhara,Bhaktapur,9.9,7,1,cash,30,clear,light,1088
Bhaktapur,Pokhara,7.1,46,4,credit card,22,clear,heavy,2489
Birgunj,Dharan,9.7,54,2,cash,27,rainy,light,1764
Patan,Bhaktapur,1.0,21,2,credit card,30,clear,light,536
Biratnagar,Butwal,4.9,37,2,credit card,16,rainy,light,1312
Lalitpur,Biratnagar,3.1,50,1,credit card,22,cloudy,light,1015
Pokhara,Butwal,1.1,40,3,cash,22,clear,light,618
Butwal,Bhaktapur,1.7,25,3,credit card,21,clear,light,656
Chitwan,Butwal,4.6,24,4,cash,22,cloudy,heavy,1389
Chitwan,Birgunj,3.7,55,1,credit card,28,cloudy,moderate,1151
Kathmandu,Pokhara,8.6,8,3,credit card,16,cloudy,light,1323
Kathmandu,Butwal,5.8,38,1,cash,20,cloudy,heavy,1513
Chitwan,Kathmandu,2.5,19,3,cash,30,cloudy,moderate,586
Chitwan,Lalitpur,7.9,14,1,cash,25,clear,moderate,999
Dharan,Bhaktapur,4.6,36,2,cash,29,rainy,light,993
Patan,Kathmandu,2.6,41,1,cash,16,cloudy,heavy,1119
Bhaktapur,Birgunj,2.9,22,3,cash,20,clear,moderate,702
Biratnagar,Kathmandu,7.0,42,2,cash,21,rainy,moderate,1303
Dharan,Birgunj,8.5,26,4,cash,20,cloudy,heavy,1987
Lalitpur,Butwal,2.6,22,2,credit card,19,rainy,moderate,738
Biratnagar,Chitwan,2.8,8,3,credit card,21,rainy,light,637
Bhaktapur,Pokhara,8.0,39,3,credit card,21,rainy,moderate,1729
Birgunj,Dharan,7.4,14,2,cash,30,rainy,light,1102
Patan,Butwal,1.2,6,2,cash,29,cloudy,heavy,437
Biratnagar,Bhaktapur,6.4,45,2,cash,20,clear,heavy,1813
Kathmandu,Patan,9.5,30,1,credit card,18,rainy,moderate,1724
Lalitpur,Pokhara,6.3,60,2,cash,18,cloudy,light,1285
Biratnagar,Chitwan,9.8,17,4,cash,22,rainy,heavy,2270
Biratnagar,Chitwan,1.3,57,4,cash,28,clear,moderate,871
Bhaktapur,Pokhara,8.8,38,3,credit card,26,rainy,moderate,1813
Butwal,Lalitpur,9.4,15,2,credit card,24,rainy,heavy,2361
Patan,Biratnagar,7.8,12,2,cash,16,cloudy,heavy,1498
Pokhara,Bhaktapur,8.2,9,3,cash,25,rainy,heavy,1777
Biratnagar,Chitwan,1.4,60,3,credit card,16,cloudy,light,1027
Biratnagar,Butwal,6.2,55,4,cash,24,cloudy,light,1328
Chitwan,Butwal,7.9,11,4,credit card,28,clear,heavy,1998
Kathmandu,Chitwan,5.1,23,4,credit card,24,cloudy,light,1099
Biratnagar,Dharan,8.6,7,2,credit card,24,cloudy,moderate,1247
Birgunj,Pokhara,4.3,48,4,cash,27,clear,moderate,1125
Butwal,Chitwan,7.4,22,4,cash,29,cloudy,light,1151
Patan,Butwal,6.8,14,2,cash,21,cloudy,moderate,930
Birgunj,Lalitpur,8.4,23,1,cash,16,clear,moderate,1098
Dharan,Lalitpur,3.4,59,2,credit card,27,rainy,heavy,1992
Biratnagar,Dharan,4.4,54,3,credit card,17,rainy,heavy,2255
Dharan,Biratnagar,4.9,59,1,cash,20,cloudy,light,1138
Lalitpur,Birgunj,9.3,57,2,cash,23,cloudy,heavy,2426
Pokhara,Birgunj,1.9,43,1,credit card,20,clear,light,826
Birgunj,Bhaktapur,7.5,25,2,cash,25,cloudy,moderate,1100
Birgunj,Chitwan,3.2,6,1,credit card,15,clear,light,563
Dharan,Pokhara,9.0,21,1,cash,26,clear,light,1181
Pokhara,Butwal,2.3,56,4,cash,29,clear,heavy,1525
Birgunj,Bhaktapur,3.4,31,2,cash,30,rainy,heavy,1283
Biratnagar,Pokhara,4.2,54,3,cash,17,rainy,light,1248
Lalitpur,Patan,9.8,37,3,credit card,23,clear,heavy,2744
Lalitpur,Dharan,7.2,16,2,cash,18,rainy,light,1128
Butwal,Bhaktapur,5.5,11,4,cash,23,cloudy,heavy,1314
Biratnagar,Lalitpur,8.6,38,2,credit card,30,cloudy,heavy,2419
Bhaktapur,Chitwan,8.3,6,2,credit card,21,cloudy,moderate,1233
Bhaktapur,Lalitpur,4.7,14,2,cash,18,clear,heavy,1104
Chitwan,Patan,6.1,45,1,cash,22,rainy,moderate,1241
Chitwan,Patan,4.2,38,3,cash,23,rainy,moderate,1001
Chitwan,Kathmandu,1.4,22,1,cash,15,clear,light,414
Pokhara,Lalitpur,4.6,14,1,credit card,21,cloudy,moderate,743
Lalitpur,Birgunj,9.3,39,4,credit card,27,cloudy,light,1808
Chitwan,Bhaktapur,1.2,51,3,credit card,17,clear,light,954
Dharan,Butwal,6.2,6,4,cash,29,clear,moderate,866
Dharan,Pokhara,7.6,46,3,credit card,23,rainy,moderate,1805
Bhaktapur,Chitwan,7.0,40,3,credit card,22,rainy,heavy,2512
Butwal,Patan,4.7,5,3,credit card,18,rainy,heavy,1324
Chitwan,Biratnagar,7.1,29,3,credit card,17,cloudy,heavy,2083
Biratnagar,Bhaktapur,5.1,22,1,credit card,22,rainy,light,980
Birgunj,Pokhara,9.3,6,4,credit card,27,rainy,light,1559
Patan,Dharan,0.9,55,1,credit card,18,cloudy,light,863
Pokhara,Chitwan,8.5,41,2,cash,26,cloudy,heavy,2007
Bhaktapur,Chitwan,8.0,33,3,cash,24,clear,moderate,1235
Chitwan,Biratnagar,7.1,48,1,cash,15,cloudy,light,1271
Patan,Birgunj,4.4,25,4,credit card,19,cloudy,light,1113
Kathmandu,Birgunj,4.2,19,2,cash,27,cloudy,light,729
Lalitpur,Birgunj,6.0,32,3,cash,22,clear,light,1040
Biratnagar,Dharan,3.6,15,2,cash,15,cloudy,moderate,639
Lalitpur,Kathmandu,7.5,7,4,credit card,17,rainy,moderate,1377
Lalitpur,Dharan,6.6,35,2,credit card,25,rainy,heavy,2188
Bhaktapur,Chitwan,7.9,12,4,cash,27,clear,heavy,1700
Pokhara,Lalitpur,2.3,57,4,credit card,20,cloudy,moderate,1167
Patan,Lalitpur,5.1,48,3,credit card,17,rainy,light,1491
Pokhara,Dharan,3.0,49,2,cash,20,cloudy,moderate,906
Birgunj,Chitwan,3.3,20,1,cash,23,rainy,moderate,675
Biratnagar,Butwal,9.2,35,3,credit card,27,cloudy,heavy,2603
Butwal,Biratnagar,1.2,23,2,credit card,27,rainy,heavy,919
Bhaktapur,Chitwan,0.6,58,2,credit card,16,rainy,moderate,982
Biratnagar,Bhaktapur,1.7,17,4,credit card,24,clear,heavy,1021
Pokhara,Kathmandu,3.3,5,4,credit card,16,clear,heavy,1051
Chitwan,Patan,4.1,23,2,cash,22,cloudy,light,720
Birgunj,Butwal,1.7,58,1,credit card,22,clear,moderate,980
Patan,Birgunj,5.3,20,2,credit card,27,cloudy,moderate,997
Birgunj,Lalitpur,2.1,48,3,cash,24,rainy,moderate,951
Lalitpur,Pokhara,3.5,35,2,credit card,29,rainy,light,1017
Dharan,Butwal,6.5,15,4,credit card,27,clear,moderate,1158
Birgunj,Pokhara,5.4,39,2,credit card,18,cloudy,moderate,1229
Patan,Biratnagar,5.9,52,4,credit card,26,cloudy,moderate,1552
Biratnagar,Birgunj,9.3,50,4,credit card,22,cloudy,light,1961
Pokhara,Butwal,2.5,55,3,cash,30,clear,heavy,1386
Pokhara,Bhaktapur,9.0,19,4,credit card,19,cloudy,heavy,2359
Patan,Bhaktapur,5.6,33,2,credit card,30,rainy,light,1278
Dharan,Birgunj,6.8,11,1,cash,30,rainy,moderate,959
Pokhara,Biratnagar,4.3,29,2,cash,27,cloudy,heavy,1208
Birgunj,Patan,4.1,39,2,cash,24,clear,moderate,904
Dharan,Patan,6.8,32,1,credit card,20,rainy,light,1433
Dharan,Patan,9.5,38,4,credit card,22,clear,light,1799
Birgunj,Chitwan,3.7,58,3,credit card,28,clear,light,1309
Dharan,Butwal,5.5,17,1,credit card,20,clear,moderate,907
Kathmandu,Bhaktapur,2.0,6,1,cash,30,rainy,light,332
Lalitpur,Birgunj,1.7,35,3,cash,19,cloudy,heavy,1001
Dharan,Chitwan,8.0,28,3,cash,26,cloudy,moderate,1196
Bhaktapur,Chitwan,8.7,43,3,credit card,24,cloudy,light,1728
Patan,Pokhara,7.4,47,3,cash,18,clear,heavy,2055
Lalitpur,Pokhara,9.5,40,3,cash,20,rainy,heavy,2442
Birgunj,Lalitpur,6.0,17,1,cash,21,rainy,moderate,894
Kathmandu,Biratnagar,2.5,34,2,cash,17,rainy,moderate,788
Butwal,Dharan,9.9,31,4,credit card,16,clear,heavy,2721
Kathmandu,Lalitpur,8.9,57,3,cash,17,rainy,light,1758
Patan,Bhaktapur,2.6,6,4,cash,15,clear,light,540
Butwal,Dharan,6.5,59,3,cash,28,clear,heavy,2041
Pokhara,Bhaktapur,6.7,29,1,cash,25,cloudy,heavy,1553
Patan,Bhaktapur,7.5,45,4,credit card,15,cloudy,moderate,1685
Kathmandu,Butwal,1.0,60,4,cash,28,cloudy,moderate,872
Chitwan,Patan,1.9,31,2,cash,30,rainy,light,616
Dharan,Bhaktapur,8.7,9,2,cash,26,cloudy,light,1108
Birgunj,Patan,9.3,21,3,cash,23,clear,light,1325
Lalitpur,Bhaktapur,0.7,46,1,cash,29,rainy,moderate,596
Pokhara,Dharan,1.6,41,4,cash,30,clear,heavy,1169
Bhaktapur,Biratnagar,5.2,27,1,cash,30,clear,light,819
Lalitpur,Patan,7.2,26,4,cash,29,cloudy,heavy,1779
Pokhara,Patan,9.2,43,3,credit card,22,rainy,heavy,2950
Chitwan,Pokhara,2.7,10,1,credit card,19,cloudy,light,529
Patan,Chitwan,8.3,6,1,credit card,24,rainy,heavy,1875
Chitwan,Pokhara,6.8,9,2,credit card,28,rainy,heavy,1718
Dharan,Patan,1.2,38,1,credit card,29,clear,heavy,958
Patan,Pokhara,4.2,28,1,credit card,18,cloudy,moderate,871
Biratnagar,Lalitpur,3.5,51,3,credit card,23,cloudy,heavy,1838
Dharan,Birgunj,9.1,23,3,cash,27,cloudy,light,1319
Dharan,Patan,3.3,17,2,credit card,25,cloudy,moderate,699
Biratnagar,Chitwan,7.8,35,1,cash,25,cloudy,heavy,1799
Bhaktapur,Dharan,8.0,55,4,credit card,30,clear,light,1877
Butwal,Kathmandu,2.7,59,3,credit card,25,clear,moderate,1171
Biratnagar,Pokhara,7.5,53,4,cash,22,rainy,light,1672
Kathmandu,Pokhara,6.8,23,1,cash,25,rainy,heavy,1542
Birgunj,Patan,8.0,45,4,cash,27,clear,light,1430
Lalitpur,Biratnagar,9.8,15,1,credit card,20,rainy,moderate,1591
Butwal,Chitwan,2.8,44,1,credit card,24,clear,light,927
Dharan,Biratnagar,2.2,28,4,credit card,18,rainy,light,960
Bhaktapur,Lalitpur,2.3,8,2,cash,23,cloudy,moderate,457
Chitwan,Lalitpur,3.0,10,4,credit card,21,clear,moderate,755
